index,date,open,high,low,close,volume
0,2020/11/26 12:51:00,255.0,255.0,255.0,255.0,9.0
1,2020/11/26 12:52:00,255.0,255.55,255.0,255.55,209.0
2,2020/11/26 12:56:00,255.1,255.1,255.1,255.1,19.0
3,2020/11/26 12:59:00,255.6,255.6,255.6,255.6,12.0
4,2020/11/26 13:06:00,254.35,254.35,254.35,254.35,38.0
5,2020/11/26 13:37:00,255.0,255.0,255.0,255.0,25.0
6,2020/11/26 13:39:00,254.35,254.35,254.35,254.35,10.0
7,2020/11/26 13:41:00,254.0,254.0,254.0,254.0,230.0
8,2020/11/26 13:42:00,254.2,254.2,254.2,254.2,10.0
9,2020/11/26 13:43:00,254.0,254.0,254.0,254.0,250.0
10,2020/11/26 13:45:00,254.0,254.0,254.0,254.0,10.0
11,2020/11/26 13:46:00,254.0,254.0,254.0,254.0,443.0
12,2020/11/26 13:47:00,254.0,254.0,254.0,254.0,1115.0
13,2020/11/26 13:51:00,254.0,254.0,254.0,254.0,26.0
14,2020/11/26 13:53:00,254.0,254.9,254.0,254.9,89.0
15,2020/11/26 13:54:00,254.05,254.05,254.05,254.05,8.0
16,2020/11/26 13:56:00,254.05,254.05,254.05,254.05,86.0
17,2020/11/26 13:59:00,254.05,254.05,254.05,254.05,116.0
18,2020/11/26 14:09:00,254.1,254.1,254.1,254.1,1.0
19,2020/11/26 14:13:00,254.75,254.75,254.75,254.75,4.0
20,2020/11/26 14:17:00,254.75,254.75,254.75,254.75,7.0
21,2020/11/26 14:20:00,254.75,254.75,254.1,254.1,37.0
22,2020/11/26 14:26:00,254.7,254.7,254.7,254.7,16.0
23,2020/11/26 14:33:00,254.3,254.3,254.3,254.3,102.0
24,2020/11/26 14:38:00,254.15,254.15,254.15,254.15,5.0
25,2020/11/26 14:40:00,254.15,254.15,254.15,254.15,25.0
26,2020/11/26 14:44:00,254.9,254.9,254.9,254.9,150.0
27,2020/11/26 14:46:00,254.9,254.9,254.9,254.9,100.0
28,2020/11/26 14:47:00,254.15,254.15,254.15,254.15,50.0
29,2020/11/26 14:49:00,254.85,254.85,254.85,254.85,2.0
30,2020/11/26 14:50:00,254.1,254.1,254.1,254.1,35.0
31,2020/11/26 14:52:00,254.1,254.1,254.1,254.1,20.0
32,2020/11/26 14:55:00,254.1,254.85,254.1,254.85,150.0
33,2020/11/26 14:56:00,255.0,255.0,254.85,254.9,77.0
34,2020/11/26 14:57:00,254.9,254.9,254.85,254.85,110.0
35,2020/11/26 14:58:00,254.15,255.0,254.15,255.0,70.0
36,2020/11/26 14:59:00,255.4,255.4,255.4,255.4,10.0
37,2020/11/26 15:03:00,255.3,255.3,254.05,254.05,57.0
38,2020/11/26 15:06:00,254.0,254.6,254.0,254.6,9.0
39,2020/11/26 15:08:00,253.6,253.6,253.6,253.6,2.0
40,2020/11/26 15:12:00,254.75,254.75,253.6,253.6,10.0
41,2020/11/26 15:15:00,250.3,251.0,250.3,251.0,297.0
42,2020/11/26 15:16:00,251.05,251.05,251.05,251.05,611.0
43,2020/11/26 15:17:00,251.05,251.05,250.85,251.0,35.0
44,2020/11/26 15:18:00,252.45,252.45,252.45,252.45,16.0
45,2020/11/26 15:21:00,252.9,253.0,252.25,253.0,24.0
46,2020/11/26 15:22:00,253.0,253.0,253.0,253.0,2.0
47,2020/11/26 15:24:00,252.25,252.25,252.25,252.25,17.0
48,2020/11/26 15:26:00,251.9,251.9,250.2,250.2,220.0
49,2020/11/26 15:27:00,251.2,251.2,251.2,251.2,186.0
50,2020/11/26 15:28:00,251.1,253.0,251.1,253.0,259.0
51,2020/11/26 15:29:00,253.0,253.0,252.65,253.0,177.0
52,2020/11/26 15:50:00,251.45,251.45,251.45,251.45,10.0
53,2020/11/27 09:07:00,251.5,251.5,251.5,251.5,40.0
54,2020/11/27 09:15:00,251.5,251.55,251.5,251.55,770.0
55,2020/11/27 09:18:00,252.15,252.15,252.15,252.15,32.0
56,2020/11/27 09:19:00,251.6,255.0,251.6,251.6,262.0
57,2020/11/27 09:21:00,255.5,255.5,255.5,255.5,2.0
58,2020/11/27 09:24:00,251.7,251.7,251.7,251.7,3.0
59,2020/11/27 09:25:00,251.65,251.7,251.65,251.7,64.0
60,2020/11/27 09:29:00,253.05,253.05,251.3,251.3,125.0
61,2020/11/27 09:33:00,251.1,251.1,251.1,251.1,100.0
62,2020/11/27 09:38:00,252.7,252.7,252.7,252.7,50.0
63,2020/11/27 09:39:00,251.5,251.5,251.5,251.5,12.0
64,2020/11/27 09:43:00,254.2,254.2,254.2,254.2,100.0
65,2020/11/27 09:44:00,254.2,254.2,254.2,254.2,69.0
66,2020/11/27 09:45:00,254.15,254.15,254.15,254.15,9.0
67,2020/11/27 09:46:00,254.0,254.0,254.0,254.0,24.0
68,2020/11/27 09:47:00,252.8,252.8,252.8,252.8,10.0
69,2020/11/27 09:52:00,252.8,252.8,252.8,252.8,20.0
70,2020/11/27 09:54:00,252.8,252.8,252.8,252.8,20.0
71,2020/11/27 09:58:00,252.8,252.8,252.8,252.8,7.0
72,2020/11/27 10:00:00,254.1,254.95,253.65,253.65,150.0
