index,date,open,high,low,close,volume
0,2020/12/15 11:20:00,529.85,530.0,529.85,530.0,730.0
1,2020/12/15 11:21:00,530.0,530.0,530.0,530.0,5.0
2,2020/12/15 11:25:00,530.0,530.0,530.0,530.0,16.0
3,2020/12/15 11:28:00,529.5,529.5,529.5,529.5,207.0
4,2020/12/15 11:29:00,529.5,529.5,529.5,529.5,191.0
5,2020/12/15 11:30:00,529.5,529.5,529.5,529.5,23.0
6,2020/12/15 11:31:00,529.5,529.5,528.5,529.4,80.0
7,2020/12/15 11:32:00,529.25,529.5,529.25,529.45,6.0
8,2020/12/15 11:33:00,529.45,529.5,529.45,529.5,35.0
9,2020/12/15 11:34:00,529.0,529.5,529.0,529.5,26.0
10,2020/12/15 11:35:00,529.5,529.5,529.5,529.5,24.0
11,2020/12/15 11:37:00,529.5,529.5,529.0,529.0,30.0
12,2020/12/15 11:38:00,529.5,529.8,529.5,529.8,16.0
13,2020/12/15 11:39:00,529.85,529.95,529.85,529.95,555.0
14,2020/12/15 11:40:00,530.0,530.0,530.0,530.0,70.0
15,2020/12/15 11:41:00,530.0,530.0,530.0,530.0,50.0
16,2020/12/15 11:42:00,530.0,530.0,530.0,530.0,59.0
17,2020/12/15 11:43:00,530.0,530.0,530.0,530.0,51.0
18,2020/12/15 11:44:00,530.0,530.0,530.0,530.0,25.0
19,2020/12/15 11:45:00,530.0,530.0,529.95,530.0,219.0
20,2020/12/15 11:46:00,530.0,530.0,530.0,530.0,52.0
21,2020/12/15 11:47:00,530.0,530.0,530.0,530.0,26.0
22,2020/12/15 11:48:00,530.0,530.3,530.0,530.3,24.0
23,2020/12/15 11:49:00,530.0,530.0,530.0,530.0,24.0
24,2020/12/15 11:50:00,530.0,530.0,530.0,530.0,23.0
25,2020/12/15 11:51:00,529.95,530.0,529.95,530.0,266.0
26,2020/12/15 11:52:00,530.0,530.0,530.0,530.0,19.0
27,2020/12/15 11:53:00,530.0,530.0,530.0,530.0,21.0
28,2020/12/15 11:54:00,530.0,530.0,530.0,530.0,20.0
29,2020/12/15 11:55:00,529.9,530.0,529.8,530.0,358.0
30,2020/12/15 11:56:00,530.0,530.0,530.0,530.0,20.0
31,2020/12/15 11:58:00,529.9,529.9,529.9,529.9,4.0
32,2020/12/15 11:59:00,529.8,530.0,529.8,530.0,51.0
33,2020/12/15 12:01:00,528.95,529.0,528.95,529.0,283.0
34,2020/12/15 12:02:00,528.95,529.0,528.95,529.0,18.0
35,2020/12/15 12:03:00,529.0,529.0,529.0,529.0,17.0
36,2020/12/15 12:04:00,528.0,529.1,528.0,529.1,297.0
37,2020/12/15 12:05:00,528.9,528.9,528.9,528.9,16.0
38,2020/12/15 12:06:00,528.5,528.5,528.5,528.5,9.0
39,2020/12/15 12:08:00,528.5,528.5,528.5,528.5,16.0
40,2020/12/15 12:09:00,528.5,528.5,528.5,528.5,27.0
41,2020/12/15 12:10:00,528.5,528.5,528.5,528.5,17.0
42,2020/12/15 12:11:00,529.0,529.0,529.0,529.0,25.0
43,2020/12/15 12:12:00,529.0,529.0,528.45,529.0,35.0
44,2020/12/15 12:13:00,529.0,529.75,529.0,529.75,63.0
45,2020/12/15 12:14:00,529.9,529.9,529.9,529.9,12.0
46,2020/12/15 12:15:00,529.95,530.0,529.95,530.0,16.0
47,2020/12/15 12:16:00,530.0,530.0,530.0,530.0,47.0
48,2020/12/15 12:17:00,530.0,530.0,530.0,530.0,367.0
49,2020/12/15 12:18:00,530.0,530.0,530.0,530.0,37.0
50,2020/12/15 12:19:00,530.0,530.0,530.0,530.0,25.0
51,2020/12/15 12:20:00,530.0,530.0,530.0,530.0,12.0
52,2020/12/15 12:21:00,530.0,530.0,529.9,530.0,253.0
53,2020/12/15 12:22:00,530.0,530.0,530.0,530.0,32.0
54,2020/12/15 12:23:00,530.0,530.0,530.0,530.0,12.0
55,2020/12/15 12:24:00,530.0,530.0,530.0,530.0,14.0
56,2020/12/15 12:25:00,530.0,530.0,530.0,530.0,24.0
57,2020/12/15 12:26:00,530.0,530.0,530.0,530.0,126.0
58,2020/12/15 12:27:00,530.0,530.0,530.0,530.0,22.0
59,2020/12/15 12:28:00,527.8,528.0,527.0,527.05,1326.0
60,2020/12/15 12:29:00,528.7,529.95,528.7,529.95,67.0
61,2020/12/15 12:30:00,529.95,530.0,529.95,530.0,24.0
62,2020/12/15 12:36:00,530.35,530.35,530.0,530.0,108.0
63,2020/12/15 12:37:00,530.0,530.0,530.0,530.0,47.0
64,2020/12/15 12:38:00,530.0,530.0,530.0,530.0,195.0
65,2020/12/15 12:39:00,529.85,530.0,529.7,529.7,208.0
66,2020/12/15 12:40:00,530.0,530.0,530.0,530.0,36.0
67,2020/12/15 12:41:00,530.0,530.0,530.0,530.0,102.0
68,2020/12/15 12:42:00,530.0,530.2,530.0,530.0,93.0
