index,date,open,high,low,close,volume
0,2020/12/17 12:50:00,6813.05,6819.65,6812.5,6812.5,4.0
1,2020/12/17 12:51:00,6818.25,6818.25,6818.25,6818.25,1.0
2,2020/12/17 12:52:00,6819.3,6819.55,6819.3,6819.55,10.0
3,2020/12/17 12:53:00,6819.6,6819.6,6819.6,6819.6,1.0
4,2020/12/17 12:55:00,6812.15,6817.0,6810.0,6812.0,27.0
5,2020/12/17 12:56:00,6812.0,6812.0,6812.0,6812.0,9.0
6,2020/12/17 12:57:00,6805.0,6805.0,6805.0,6805.0,20.0
7,2020/12/17 12:58:00,6806.45,6806.45,6806.45,6806.45,1.0
8,2020/12/17 12:59:00,6802.75,6806.5,6802.75,6806.5,2.0
9,2020/12/17 13:00:00,6806.5,6806.5,6803.8,6806.5,6.0
10,2020/12/17 13:01:00,6807.9,6807.9,6807.9,6807.9,1.0
11,2020/12/17 13:03:00,6810.95,6811.0,6810.95,6811.0,15.0
12,2020/12/17 13:04:00,6811.0,6812.0,6811.0,6812.0,17.0
13,2020/12/17 13:05:00,6808.1,6812.0,6808.1,6812.0,2.0
14,2020/12/17 13:06:00,6812.0,6812.0,6812.0,6812.0,3.0
15,2020/12/17 13:08:00,6806.2,6806.2,6806.2,6806.2,3.0
16,2020/12/17 13:09:00,6812.0,6812.0,6812.0,6812.0,1.0
17,2020/12/17 13:10:00,6806.05,6806.05,6806.0,6806.0,3.0
18,2020/12/17 13:11:00,6811.25,6811.25,6811.25,6811.25,2.0
19,2020/12/17 13:12:00,6812.0,6812.0,6812.0,6812.0,1.0
20,2020/12/17 13:13:00,6812.0,6812.0,6811.95,6811.95,21.0
21,2020/12/17 13:14:00,6811.95,6811.95,6811.95,6811.95,1.0
22,2020/12/17 13:15:00,6807.15,6811.3,6807.15,6811.3,6.0
23,2020/12/17 13:16:00,6812.0,6812.0,6812.0,6812.0,1.0
24,2020/12/17 13:17:00,6812.0,6812.0,6812.0,6812.0,1.0
25,2020/12/17 13:18:00,6800.05,6806.3,6800.05,6806.3,154.0
26,2020/12/17 13:19:00,6800.0,6806.15,6800.0,6806.15,18.0
27,2020/12/17 13:20:00,6806.15,6811.95,6800.4,6806.7,50.0
28,2020/12/17 13:21:00,6808.0,6812.0,6804.4,6804.4,104.0
29,2020/12/17 13:22:00,6811.4,6826.5,6811.4,6826.5,43.0
30,2020/12/17 13:23:00,6826.5,6848.05,6826.5,6837.2,60.0
31,2020/12/17 13:24:00,6844.35,6848.2,6844.35,6848.05,40.0
32,2020/12/17 13:25:00,6837.55,6849.9,6837.55,6849.9,77.0
33,2020/12/17 13:26:00,6849.0,6849.9,6849.0,6849.0,45.0
34,2020/12/17 13:27:00,6848.95,6849.95,6841.05,6849.95,42.0
35,2020/12/17 13:28:00,6850.0,6850.0,6850.0,6850.0,44.0
36,2020/12/17 13:29:00,6850.0,6850.0,6850.0,6850.0,218.0
37,2020/12/17 13:30:00,6848.95,6860.0,6848.95,6860.0,181.0
38,2020/12/17 13:31:00,6853.45,6866.85,6853.45,6866.85,59.0
39,2020/12/17 13:32:00,6866.0,6880.9,6866.0,6875.0,195.0
40,2020/12/17 13:33:00,6875.0,6875.0,6869.75,6869.75,113.0
41,2020/12/17 13:34:00,6874.8,6878.15,6874.8,6875.0,43.0
42,2020/12/17 13:35:00,6875.0,6878.0,6875.0,6878.0,6.0
43,2020/12/17 13:36:00,6878.0,6879.0,6878.0,6879.0,22.0
44,2020/12/17 13:37:00,6875.0,6878.95,6875.0,6878.95,22.0
45,2020/12/17 13:38:00,6875.0,6875.0,6875.0,6875.0,3.0
46,2020/12/17 13:39:00,6875.0,6879.9,6875.0,6875.05,45.0
47,2020/12/17 13:40:00,6875.0,6880.0,6873.0,6879.0,31.0
48,2020/12/17 13:42:00,6879.85,6879.85,6875.05,6875.05,3.0
49,2020/12/17 13:43:00,6875.0,6879.8,6875.0,6879.8,29.0
50,2020/12/17 13:45:00,6875.05,6879.8,6875.05,6879.8,4.0
51,2020/12/17 13:47:00,6877.45,6877.45,6877.45,6877.45,107.0
52,2020/12/17 13:48:00,6880.0,6880.0,6875.0,6880.0,61.0
53,2020/12/17 13:49:00,6880.0,6880.0,6875.05,6875.05,6.0
54,2020/12/17 13:50:00,6875.05,6880.0,6875.05,6879.95,34.0
55,2020/12/17 13:51:00,6875.05,6879.95,6875.05,6879.95,12.0
56,2020/12/17 13:52:00,6875.0,6879.9,6875.0,6879.9,18.0
57,2020/12/17 13:53:00,6875.05,6875.05,6875.05,6875.05,1.0
58,2020/12/17 13:54:00,6879.85,6879.85,6875.1,6875.1,2.0
59,2020/12/17 13:55:00,6875.05,6879.75,6875.05,6875.1,48.0
60,2020/12/17 13:56:00,6879.5,6879.5,6879.5,6879.5,5.0
61,2020/12/17 13:57:00,6877.0,6877.0,6875.35,6877.0,3.0
62,2020/12/17 13:58:00,6877.0,6879.0,6875.15,6879.0,12.0
63,2020/12/17 13:59:00,6876.05,6876.05,6876.05,6876.05,2.0
64,2020/12/17 14:00:00,6875.05,6879.0,6875.0,6879.0,23.0
65,2020/12/17 14:01:00,6875.0,6879.0,6875.0,6879.0,23.0
66,2020/12/17 14:03:00,6879.0,6879.0,6875.15,6875.15,7.0
67,2020/12/17 14:04:00,6875.1,6875.1,6875.05,6875.1,7.0
68,2020/12/17 14:05:00,6875.05,6876.55,6875.0,6876.55,66.0
69,2020/12/17 14:06:00,6875.0,6878.9,6875.0,6878.9,5.0
70,2020/12/17 14:07:00,6878.85,6878.85,6875.1,6875.1,2.0
71,2020/12/17 14:08:00,6875.0,6875.05,6875.0,6875.0,12.0
72,2020/12/17 14:09:00,6875.0,6875.05,6875.0,6875.05,58.0
73,2020/12/17 14:10:00,6875.0,6878.9,6875.0,6875.05,16.0
74,2020/12/17 14:11:00,6875.0,6875.0,6875.0,6875.0,24.0
75,2020/12/17 14:12:00,6875.0,6875.1,6875.0,6875.0,17.0
76,2020/12/17 14:13:00,6875.0,6878.2,6875.0,6875.0,165.0
77,2020/12/17 14:14:00,6875.0,6878.7,6874.0,6875.05,69.0
