index,date,open,high,low,close,volume
0,2020/12/17 11:00:00,55.75,55.75,55.6,55.6,1145.0
1,2020/12/17 11:01:00,55.65,55.65,55.65,55.65,100.0
2,2020/12/17 11:02:00,55.85,55.85,55.8,55.85,723.0
3,2020/12/17 11:03:00,55.7,55.7,55.7,55.7,68.0
4,2020/12/17 11:04:00,55.7,55.7,55.6,55.6,263.0
5,2020/12/17 11:05:00,55.7,55.7,55.7,55.7,52.0
6,2020/12/17 11:06:00,55.7,55.7,55.7,55.7,50.0
7,2020/12/17 11:07:00,55.75,55.75,55.75,55.75,1000.0
8,2020/12/17 11:08:00,55.75,55.75,55.75,55.75,2020.0
9,2020/12/17 11:09:00,55.75,55.75,55.75,55.75,1042.0
10,2020/12/17 11:11:00,55.75,55.75,55.75,55.75,167.0
11,2020/12/17 11:12:00,55.75,55.75,55.75,55.75,180.0
12,2020/12/17 11:13:00,55.75,55.85,55.75,55.85,200.0
13,2020/12/17 11:15:00,55.75,55.75,55.75,55.75,20.0
14,2020/12/17 11:16:00,55.85,55.85,55.75,55.75,319.0
15,2020/12/17 11:17:00,55.85,55.9,55.85,55.9,280.0
16,2020/12/17 11:18:00,55.9,55.9,55.9,55.9,100.0
17,2020/12/17 11:19:00,55.9,55.9,55.9,55.9,676.0
18,2020/12/17 11:20:00,56.0,56.0,56.0,56.0,636.0
19,2020/12/17 11:21:00,56.0,56.0,56.0,56.0,2323.0
20,2020/12/17 11:22:00,55.95,55.95,55.95,55.95,23.0
21,2020/12/17 11:23:00,55.95,55.95,55.95,55.95,43.0
22,2020/12/17 11:24:00,55.95,55.95,55.95,55.95,200.0
23,2020/12/17 11:25:00,55.9,55.9,55.9,55.9,10.0
24,2020/12/17 11:26:00,55.9,55.9,55.9,55.9,107.0
25,2020/12/17 11:27:00,55.9,55.9,55.9,55.9,1264.0
26,2020/12/17 11:28:00,55.9,55.95,55.9,55.95,83.0
27,2020/12/17 11:29:00,56.0,56.0,56.0,56.0,110.0
28,2020/12/17 11:30:00,55.95,55.95,55.95,55.95,120.0
29,2020/12/17 11:31:00,55.9,55.9,55.9,55.9,36.0
30,2020/12/17 11:32:00,56.0,56.0,56.0,56.0,40.0
31,2020/12/17 11:33:00,56.0,56.0,55.9,56.0,232.0
32,2020/12/17 11:34:00,55.95,55.95,55.9,55.9,301.0
33,2020/12/17 11:35:00,55.9,55.9,55.9,55.9,222.0
34,2020/12/17 11:36:00,55.95,55.95,55.95,55.95,51.0
35,2020/12/17 11:37:00,55.95,55.95,55.95,55.95,300.0
36,2020/12/17 11:38:00,55.9,55.9,55.9,55.9,1185.0
37,2020/12/17 11:40:00,55.9,55.9,55.9,55.9,353.0
38,2020/12/17 11:41:00,55.9,55.9,55.9,55.9,250.0
39,2020/12/17 11:42:00,55.95,55.95,55.95,55.95,100.0
40,2020/12/17 11:43:00,55.9,55.9,55.9,55.9,192.0
41,2020/12/17 11:44:00,55.9,55.9,55.9,55.9,100.0
42,2020/12/17 11:45:00,55.9,55.9,55.9,55.9,305.0
43,2020/12/17 11:48:00,55.9,55.9,55.9,55.9,200.0
44,2020/12/17 11:49:00,55.95,55.95,55.85,55.85,1100.0
45,2020/12/17 11:50:00,55.8,55.8,55.8,55.8,106.0
46,2020/12/17 11:52:00,55.85,55.85,55.85,55.85,126.0
47,2020/12/17 11:53:00,55.85,55.85,55.85,55.85,25.0
48,2020/12/17 11:54:00,55.85,55.85,55.85,55.85,200.0
49,2020/12/17 11:55:00,55.85,55.85,55.85,55.85,29.0
50,2020/12/17 11:56:00,55.85,55.95,55.85,55.95,54.0
51,2020/12/17 11:57:00,55.85,55.85,55.85,55.85,525.0
52,2020/12/17 11:58:00,55.85,55.85,55.85,55.85,200.0
53,2020/12/17 11:59:00,55.95,55.95,55.85,55.95,322.0
54,2020/12/17 12:00:00,55.85,55.85,55.85,55.85,451.0
55,2020/12/17 12:02:00,55.85,55.85,55.85,55.85,721.0
56,2020/12/17 12:03:00,55.85,55.85,55.85,55.85,3.0
57,2020/12/17 12:04:00,55.8,55.85,55.8,55.8,1701.0
58,2020/12/17 12:05:00,55.8,55.8,55.8,55.8,50.0
59,2020/12/17 12:06:00,55.85,55.85,55.85,55.85,20.0
60,2020/12/17 12:07:00,55.85,55.85,55.75,55.75,1057.0
61,2020/12/17 12:08:00,55.75,55.85,55.75,55.85,11.0
62,2020/12/17 12:11:00,55.85,55.85,55.85,55.85,7.0
63,2020/12/17 12:12:00,55.85,55.85,55.85,55.85,3.0
64,2020/12/17 12:14:00,55.85,55.85,55.75,55.85,104.0
